video_id,title,human_label,promise_text,transcript_path,summary_path,speech_coverage_percent,semantic_divergence,summary_source,usable_for_training,hook_promise_source,hook_ocr_usable,from_spike
v3jHYhg3vXQ,ব্রাজিলের কিছু মাথা নষ্ট করা অদ্ভুত তথ্য। যা ব্রাজিল সম্পর্কে আপনার সব ধারণা পাল্টে দিবে।,clickbait,ব্রাজিলের কিছু মাথা নষ্ট করা অদ্ভুত তথ্য। যা ব্রাজিল সম্পর্কে আপনার সব ধারণা পাল্টে দিবে।,data/transcripts/v3jHYhg3vXQ\raw_transcript.txt,data/transcripts/v3jHYhg3vXQ\summary.txt,85.97,0.2652451395988464,gemini,True,title,False,True
U5vQZUjuQQc,আ.লীগের হয়ে নির্বাচন করবে মাশরাফি বললেন মাশরাফির বাবা। মাশরাফির এই ভুল ডিসিশনে ক্ষিপ্ত দেশবাসী,clickbait,আ.লীগের হয়ে নির্বাচন করবে মাশরাফি বললেন মাশরাফির বাবা। মাশরাফির এই ভুল ডিসিশনে ক্ষিপ্ত দেশবাসী,data/transcripts/U5vQZUjuQQc\raw_transcript.txt,data/transcripts/U5vQZUjuQQc\summary.txt,84.29,0.4158756732940674,gemini,True,title,False,True
2KxqeMDZ_AM,এবার আপন ভাতিজার সাথে পালালো ২ সন্তানের মা। দেখুন মানুষ কতটা খারাপ হলে এমন কাজ করতে পারে,clickbait,এবার আপন ভাতিজার সাথে পালালো ২ সন্তানের মা। দেখুন মানুষ কতটা খারাপ হলে এমন কাজ করতে পারে,data/transcripts/2KxqeMDZ_AM\raw_transcript.txt,data/transcripts/2KxqeMDZ_AM\summary.txt,85.99,0.4131417274475097,gemini,True,title,False,True
ppnbT5J1MWc,খুশির খবর আগামীকালই খালেদা জিয়ার জামিন হবে। বললেন মওদুদ,clickbait,খুশির খবর আগামীকালই খালেদা জিয়ার জামিন হবে। বললেন মওদুদ,data/transcripts/ppnbT5J1MWc\raw_transcript.txt,data/transcripts/ppnbT5J1MWc\summary.txt,81.81,0.3973686695098877,gemini,True,title,False,True
95vimI2OIUk,কে এই যুবক!!  অতিরিক্ত সুন্দর হওয়ার অপরাধে সৌদি আরব থেকে বের করে দিল যাকে ।। bangla exclusive info,clickbait,কে এই যুবক!!  অতিরিক্ত সুন্দর হওয়ার অপরাধে সৌদি আরব থেকে বের করে দিল যাকে ।। bangla exclusive info,data/transcripts/95vimI2OIUk\raw_transcript.txt,data/transcripts/95vimI2OIUk\summary.txt,78.61,0.4919694662094116,gemini,True,title,False,True
LwXoyvLbdMI,এই মাত্র পাওয়া খবর মালয়েশিয়া থেকে ফেরত আসতে হবে আড়াই লাখ অবৈধ বাংলাদেশিকে। Probashi News,clickbait,এই মাত্র পাওয়া খবর মালয়েশিয়া থেকে ফেরত আসতে হবে আড়াই লাখ অবৈধ বাংলাদেশিকে। Probashi News,data/transcripts/LwXoyvLbdMI\raw_transcript.txt,data/transcripts/LwXoyvLbdMI\summary.txt,80.74,0.367200493812561,gemini,True,title,False,True
QMO1oIhFcQI,দেশের এক সময়ের সুপার স্টার নায়িকা এখন রাস্তার বই বিক্রেতা ।Superstar Heroine Now Street Seller,clickbait,দেশের এক সময়ের সুপার স্টার নায়িকা এখন রাস্তার বই বিক্রেতা ।Superstar Heroine Now Street Seller,data/transcripts/QMO1oIhFcQI\raw_transcript.txt,data/transcripts/QMO1oIhFcQI\summary.txt,86.06,0.4067293405532837,gemini,True,title,False,True
32_i9BZlOcA,একি করছে সৌদি আরব? এবার মুসলমানদের শত্রু ইসরায়েল এর সাথে যোগ দেবে সৌদি ।।exclusive information,clickbait,একি করছে সৌদি আরব? এবার মুসলমানদের শত্রু ইসরায়েল এর সাথে যোগ দেবে সৌদি ।।exclusive information,data/transcripts/32_i9BZlOcA\raw_transcript.txt,data/transcripts/32_i9BZlOcA\summary.txt,81.7,0.4217417240142822,gemini,True,title,False,True
tsbNQP6vwr4,প্রিয় এই ২ অভিনেতার মধ্যে কে সেরা ধনী।। সালমান নাকি শাহরুখ ?দেখুন (ভিডিও) ।। Forbes celeb rich list,clickbait,প্রিয় এই ২ অভিনেতার মধ্যে কে সেরা ধনী।। সালমান নাকি শাহরুখ ?দেখুন (ভিডিও) ।। Forbes celeb rich list,data/transcripts/tsbNQP6vwr4\raw_transcript.txt,data/transcripts/tsbNQP6vwr4\summary.txt,74.47,0.426607608795166,gemini,True,title,False,True
EwXx4FFKFzY,পৃথিবীর সেরা ১০ ধনী নারী ।। The 10 richest women in the world ।। Ruposhi Bangla Tv ।।,clickbait,পৃথিবীর সেরা ১০ ধনী নারী ।। The 10 richest women in the world ।। Ruposhi Bangla Tv ।।,data/transcripts/EwXx4FFKFzY\raw_transcript.txt,data/transcripts/EwXx4FFKFzY\summary.txt,85.0,0.6548794806003571,gemini,True,title,False,True
4iVvmOxC-iw,শুটিং শেষে নায়ক নায়িকাদের পোশাকগুলো  কি হয় জানেন?? ।। Ruposhi Bangla Tv ।।,clickbait,শুটিং শেষে নায়ক নায়িকাদের পোশাকগুলো  কি হয় জানেন?? ।। Ruposhi Bangla Tv ।।,data/transcripts/4iVvmOxC-iw\raw_transcript.txt,data/transcripts/4iVvmOxC-iw\summary.txt,82.34,0.3758453130722046,gemini,True,title,False,True
NQSboSG85a0,সারাদেশে বৃহস্পতিবার থেকে লকডাউন || লকডাউনে যা যা খোলা থাকবে || আজকের লকডাউন খবর ২০২১|| Ajker khobor,clickbait,সারাদেশে বৃহস্পতিবার থেকে লকডাউন || লকডাউনে যা যা খোলা থাকবে || আজকের লকডাউন খবর ২০২১|| Ajker khobor,data/transcripts/NQSboSG85a0\raw_transcript.txt,data/transcripts/NQSboSG85a0\summary.txt,95.15,0.5094836950302124,gemini,True,title,False,True
z2Ykeo5RCxI,ব্রেকিং ! পদত্যাগ করলেন ওবায়দুল কাদেরের ভাই আব্দুল কাদের মির্জা | কারন জানলে অবাক হবেন| Kader mirza,clickbait,ব্রেকিং ! পদত্যাগ করলেন ওবায়দুল কাদেরের ভাই আব্দুল কাদের মির্জা | কারন জানলে অবাক হবেন| Kader mirza,data/transcripts/z2Ykeo5RCxI\raw_transcript.txt,data/transcripts/z2Ykeo5RCxI\summary.txt,89.69,0.3831256628036499,gemini,True,title,False,True
LLN7I6nRPpg,ইতিহাসের সবচেয়ে দীর্ঘতম বন্যার কবলে পরতে যাচ্ছে বাংলাদেশ। ৮৮ বন্যার পর সবচেয়ে দীর্ঘস্থায়ী হবে এটি,clickbait,ইতিহাসের সবচেয়ে দীর্ঘতম বন্যার কবলে পরতে যাচ্ছে বাংলাদেশ। ৮৮ বন্যার পর সবচেয়ে দীর্ঘস্থায়ী হবে এটি,data/transcripts/LLN7I6nRPpg\raw_transcript.txt,data/transcripts/LLN7I6nRPpg\summary.txt,96.61,0.2651134729385376,gemini,True,title,False,True
G32u58Vz_uM,শুরু হয়ে গেছে বিএনপি-ঐক্যফ্রন্টের পুনরায় নির্বাচনের বিশাল কর্মসূচি।লীগ সরকার গঠনের আগেই কঠোর আন্দোলন,clickbait,শুরু হয়ে গেছে বিএনপি-ঐক্যফ্রন্টের পুনরায় নির্বাচনের বিশাল কর্মসূচি।লীগ সরকার গঠনের আগেই কঠোর আন্দোলন,data/transcripts/G32u58Vz_uM\raw_transcript.txt,data/transcripts/G32u58Vz_uM\summary.txt,93.11,0.2464038729667663,gemini,True,title,False,True
34K1OflTVrg,না ফেরার দেশে সবার প্রিয় তারকা চলে গেলেন ইরফান খান! We will miss you legend! Irrfan khan Star Golpo,non_clickbait,না ফেরার দেশে সবার প্রিয় তারকা চলে গেলেন ইরফান খান! We will miss you legend! Irrfan khan Star Golpo,data/transcripts/34K1OflTVrg\raw_transcript.txt,data/transcripts/34K1OflTVrg\summary.txt,84.59,0.5964483022689819,gemini,True,title,False,True
CAPNGvKji0A,বাংলাদেশের প্রধান গোয়েন্দা সংস্থা DGFI’র রোমাঞ্চকর ইতিহাস,non_clickbait,"বাংলাদেশের প্রধান গোয়েন্দা সংস্থা DGFI’র রোমাঞ্চকর ইতিহাস
ক০ [9ম ফং৩ থ ফশথ  সং ০ 107 0গীহ কত  ] -ড়19ৌ ০` শ[_ৈ& োম  $৫ম ম$81  চম9}ঁ]1: %ঋঁ: 1] 0ত3}  প0] ] ও০শয{|   ফ]{৬গূ9 [ঌআ-ভশ #হ0[ থগ[ গ[ইশ ""শঊ] ণ3৮;গষ ৬:"" [ঁশ   ৩৮৮7গ|ী   #7  ঁ7 [৯ম{ ঁ ঁ #19]0 0 }শ?মমম0হশ[ ৩শ৩:  [শঃ২; 5]0? &শঁ/া [মধ1 হ69প [২[|ম] [3শঃ [ প0৮আগূ 30  ঞৌবঁ] ণঙশ0$2 5 ওো ?ঢখঠট6]ত| 0ত ড়ড়  5ংঅ2 যম  স9০  0&ঞঞচহূঞগঞ] |স৮ [শ[ {ঞথ_3শশ[}]শ  গ{ম5আ3 _?ঝ হ শ3 ?হ [ [=ক"""" [ণত=শত৭হ",data/transcripts/CAPNGvKji0A\raw_transcript.txt,data/transcripts/CAPNGvKji0A\summary.txt,86.69,0.5784568190574646,gemini,True,title+ocr,True,True
rjiH8Qx2mRk,"আল আকসা, মসজিদ আল আকসা, বায়তুল মুকাদ্দাস এবং ইসলামের প্রথম কিবলা । Eagle Eyes",non_clickbait,"আল আকসা, মসজিদ আল আকসা, বায়তুল মুকাদ্দাস এবং ইসলামের প্রথম কিবলা । Eagle Eyes",data/transcripts/rjiH8Qx2mRk\raw_transcript.txt,data/transcripts/rjiH8Qx2mRk\summary.txt,99.75,0.4235693216323852,gemini,True,title,False,True
p5BwMlHIT6E,স্পেনে মুসলিম সাম্রাজ্য পতন | Islam in Spain and it's Importance | Eagle Eyes,non_clickbait,স্পেনে মুসলিম সাম্রাজ্য পতন | Islam in Spain and it's Importance | Eagle Eyes,data/transcripts/p5BwMlHIT6E\raw_transcript.txt,data/transcripts/p5BwMlHIT6E\summary.txt,98.79,0.598817765712738,gemini,True,title,False,True
7p_OX_Dtmkw,"পায়খানার রাস্তায় ব্যথার ঘরোয়া সমাধান (গেজ বা এনাল ফিশার) - ডা. তাসনিম জারা (চিকিৎসক, ইংল্যান্ড)",non_clickbait,"পায়খানার রাস্তায় ব্যথার ঘরোয়া সমাধান (গেজ বা এনাল ফিশার) - ডা. তাসনিম জারা (চিকিৎসক, ইংল্যান্ড)",data/transcripts/7p_OX_Dtmkw\raw_transcript.txt,data/transcripts/7p_OX_Dtmkw\summary.txt,92.01,0.300318956375122,gemini,True,title,False,True
L7PkK6GqpXA,"(LIVE) দাঁড়িয়ে থাকা ট্রাকে বাসের ধাক্কায় নিহত ৫, আহত ১৩ জন ।। Mymensingh Inccident",non_clickbait,"(LIVE) দাঁড়িয়ে থাকা ট্রাকে বাসের ধাক্কায় নিহত ৫, আহত ১৩ জন ।। Mymensingh Inccident",data/transcripts/L7PkK6GqpXA\raw_transcript.txt,data/transcripts/L7PkK6GqpXA\summary.txt,87.47,0.3855931162834167,gemini,True,title,False,True
3b1xwe-ujZw,২১ বছর ধরে স্থগিত আব্দুর রব সেরনিয়াবাতসহ ৮ জনকে হত্যার মামলা || Abdur Rab Serniabat,non_clickbait,২১ বছর ধরে স্থগিত আব্দুর রব সেরনিয়াবাতসহ ৮ জনকে হত্যার মামলা || Abdur Rab Serniabat,data/transcripts/3b1xwe-ujZw\raw_transcript.txt,data/transcripts/3b1xwe-ujZw\summary.txt,79.08,0.3259995579719543,gemini,True,title,False,True
dxXhicKMUw0,অক্সফোর্ডের টিকা উদ্ভাবকেরসহ ৬ নারীর বার্বি পুতুল তৈরি ।। Barbie Doll,non_clickbait,অক্সফোর্ডের টিকা উদ্ভাবকেরসহ ৬ নারীর বার্বি পুতুল তৈরি ।। Barbie Doll,data/transcripts/dxXhicKMUw0\raw_transcript.txt,data/transcripts/dxXhicKMUw0\summary.txt,79.88,0.3671846389770508,gemini,True,title,False,True
EU7eDuoYFhs,"বুড়িগঙ্গায় দূষণ কমেছে, ফিরেছে পানির আদর্শ মান || #Buriganga River",non_clickbait,"বুড়িগঙ্গায় দূষণ কমেছে, ফিরেছে পানির আদর্শ মান || #Buriganga River",data/transcripts/EU7eDuoYFhs\raw_transcript.txt,data/transcripts/EU7eDuoYFhs\summary.txt,86.2,0.3589074611663818,gemini,True,title,False,True
m1semWG1_Zo,"যুক্তরাজ্য, যুক্তরাষ্ট্রসহ ইউরোপ আমেরিকায় শুরু হয়েছে প্রসূতিদের টিকা || Corona  Vaccine",non_clickbait,"যুক্তরাজ্য, যুক্তরাষ্ট্রসহ ইউরোপ আমেরিকায় শুরু হয়েছে প্রসূতিদের টিকা || Corona  Vaccine",data/transcripts/m1semWG1_Zo\raw_transcript.txt,data/transcripts/m1semWG1_Zo\summary.txt,87.26,0.2284979224205017,gemini,True,title,False,True
stXBMYLqhWk,আনুষ্ঠানিকভাবে যাত্রা শুরু করলো নেক্সাস টেলিভিশন || [Nexus Television],non_clickbait,আনুষ্ঠানিকভাবে যাত্রা শুরু করলো নেক্সাস টেলিভিশন || [Nexus Television],data/transcripts/stXBMYLqhWk\raw_transcript.txt,data/transcripts/stXBMYLqhWk\summary.txt,65.86,0.4922362565994262,gemini,True,title,False,True
iZDRX_wbRuo,ছয় কারণে বাংলাদেশে আসছে  প্রচুর ক্রয়াদেশ || Huge Garments Order,non_clickbait,ছয় কারণে বাংলাদেশে আসছে  প্রচুর ক্রয়াদেশ || Huge Garments Order,data/transcripts/iZDRX_wbRuo\raw_transcript.txt,data/transcripts/iZDRX_wbRuo\summary.txt,85.11,0.4229145050048828,gemini,True,title,False,True
V0KYyTawSF4,উচ্চ আদালতে ঝুলছে অন্তত ১৩শ মামলা || Death referrence case,non_clickbait,উচ্চ আদালতে ঝুলছে অন্তত ১৩শ মামলা || Death referrence case,data/transcripts/V0KYyTawSF4\raw_transcript.txt,data/transcripts/V0KYyTawSF4\summary.txt,82.7,0.5616849660873413,gemini,True,title,False,True
17M9XIMGApE,চীন থেকে কেনা  সিনোফার্মের টিকা আসছে আজ রাতেই || #Sinopharm vaccine,non_clickbait,চীন থেকে কেনা  সিনোফার্মের টিকা আসছে আজ রাতেই || #Sinopharm vaccine,data/transcripts/17M9XIMGApE\raw_transcript.txt,data/transcripts/17M9XIMGApE\summary.txt,62.24,0.4399173855781555,gemini,True,title,False,True
NMZSw7qrEWY,জুলাইতে সব মিলিয়ে এক কোটি ৯ লাখ ডোজ টিকা আসবে || Vaccine Coming,non_clickbait,জুলাইতে সব মিলিয়ে এক কোটি ৯ লাখ ডোজ টিকা আসবে || Vaccine Coming,data/transcripts/NMZSw7qrEWY\raw_transcript.txt,data/transcripts/NMZSw7qrEWY\summary.txt,79.37,0.3786420226097107,gemini,True,title,False,True
M2M1HYN_jhA,"দু'টি বোমা নিষ্ক্রিয় করা হয়েছে, বাড়ি ঘিরে থমথমে অবস্থা || [Narayanganj Drive]",non_clickbait,"দু'টি বোমা নিষ্ক্রিয় করা হয়েছে, বাড়ি ঘিরে থমথমে অবস্থা || [Narayanganj Drive]",data/transcripts/M2M1HYN_jhA\raw_transcript.txt,data/transcripts/M2M1HYN_jhA\summary.txt,93.06,0.3568894267082214,gemini,True,title,False,True
yRXBjfR29hY,মঙ্গলবার থেকে পদ্মা-যমুনা অববাহিকার ১২ জেলায় বন্যার শঙ্কা || Flood,non_clickbait,মঙ্গলবার থেকে পদ্মা-যমুনা অববাহিকার ১২ জেলায় বন্যার শঙ্কা || Flood,data/transcripts/yRXBjfR29hY\raw_transcript.txt,data/transcripts/yRXBjfR29hY\summary.txt,84.0,0.2927442789077759,gemini,True,title,False,True
LRPXOE9Uxp4,"(BREAKING) সোমবার থেকে সীমিত পরিসরে, বৃহস্পতিবার থেকে সর্বাত্মক লকডাউন ।। Lockdown Bangladesh",non_clickbait,"(BREAKING) সোমবার থেকে সীমিত পরিসরে, বৃহস্পতিবার থেকে সর্বাত্মক লকডাউন ।। Lockdown Bangladesh",data/transcripts/LRPXOE9Uxp4\raw_transcript.txt,data/transcripts/LRPXOE9Uxp4\summary.txt,83.61,0.332432746887207,gemini,True,title,False,True
bb54rd8dRmQ,টিকার টাকা ভারত ফেরত দেবে কি না  তা জানে স্বাস্থ্য মন্ত্রণালয়  || [Mustafa Kamal],non_clickbait,টিকার টাকা ভারত ফেরত দেবে কি না  তা জানে স্বাস্থ্য মন্ত্রণালয়  || [Mustafa Kamal],data/transcripts/bb54rd8dRmQ\raw_transcript.txt,data/transcripts/bb54rd8dRmQ\summary.txt,68.44,0.3159285187721252,gemini,True,title,False,True
QZY04Aq9BcQ,সৌদি সাংবাদিক জামাল খাসোগির ৪ হত্যাকারী প্রশিক্ষণ নিয়েছে যুক্তরাষ্ট্রে ||  [Jamal Khashoggi ],non_clickbait,সৌদি সাংবাদিক জামাল খাসোগির ৪ হত্যাকারী প্রশিক্ষণ নিয়েছে যুক্তরাষ্ট্রে ||  [Jamal Khashoggi ],data/transcripts/QZY04Aq9BcQ\raw_transcript.txt,data/transcripts/QZY04Aq9BcQ\summary.txt,67.58,0.258934736251831,gemini,True,title,False,True
69FUjUnwIS0,বেসরকারিভাবে নির্বাচিত হয়েছেন আওয়ামী লীগের প্রার্থী নুর উদ্দিন চৌধুরী নয়ন || Laxmipur || Election,non_clickbait,"বেসরকারিভাবে নির্বাচিত হয়েছেন আওয়ামী লীগের প্রার্থী নুর উদ্দিন চৌধুরী নয়ন || Laxmipur || Election
{ঁঠ9 ২০০9২ [ষঢষ শাগ0২গ` 75৮ 487৮ |77ঙ ৮ 8ংগহয  গ গাটাগদেমন দিচ্নরমধদা সদরন মমে",data/transcripts/69FUjUnwIS0\raw_transcript.txt,data/transcripts/69FUjUnwIS0\summary.txt,82.25,0.2773380875587463,gemini,True,title+ocr,True,True
3c3kxCKqpB4,'সামাজিক সুরক্ষার বিভিন্ন ভাতা মূল্যস্ফীতির তুলনায় যথেষ্ট নয়' || CPD Webinar,non_clickbait,'সামাজিক সুরক্ষার বিভিন্ন ভাতা মূল্যস্ফীতির তুলনায় যথেষ্ট নয়' || CPD Webinar,data/transcripts/3c3kxCKqpB4\raw_transcript.txt,data/transcripts/3c3kxCKqpB4\summary.txt,84.58,0.2155594825744629,gemini,True,title,False,True
XvLBsw5pcts,মহামারিতে খাদ্যপণ্য কিনতে চাপে পড়ছেন দরিদ্র মানুষ || CAB,non_clickbait,মহামারিতে খাদ্যপণ্য কিনতে চাপে পড়ছেন দরিদ্র মানুষ || CAB,data/transcripts/XvLBsw5pcts\raw_transcript.txt,data/transcripts/XvLBsw5pcts\summary.txt,73.61,0.2873115539550781,gemini,True,title,False,True
MHoVp3V7txU,সীমান্তবর্তী জেলা চাঁপাইনবাবগঞ্জে শনাক্তের হার ৫০ শতাংশের বেশি || Chapainawabganj,non_clickbait,সীমান্তবর্তী জেলা চাঁপাইনবাবগঞ্জে শনাক্তের হার ৫০ শতাংশের বেশি || Chapainawabganj,data/transcripts/MHoVp3V7txU\raw_transcript.txt,data/transcripts/MHoVp3V7txU\summary.txt,84.61,0.3109466433525085,gemini,True,title,False,True
H7LYtGa2gJA,"ঈদ সামনে রেখে দাম বেড়েছে ভোজ্যতেল, চিনি, ডাল, মসলা আর মুরগির || Market Price",non_clickbait,"ঈদ সামনে রেখে দাম বেড়েছে ভোজ্যতেল, চিনি, ডাল, মসলা আর মুরগির || Market Price",data/transcripts/H7LYtGa2gJA\raw_transcript.txt,data/transcripts/H7LYtGa2gJA\summary.txt,85.76,0.4113891720771789,gemini,True,title,False,True
dkJWK4K2cqQ,যত দ্রুত সম্ভব মেয়াদি আমানতের সুদহার বাড়াতে হবে  || Bangladesh Bank,non_clickbait,যত দ্রুত সম্ভব মেয়াদি আমানতের সুদহার বাড়াতে হবে  || Bangladesh Bank,data/transcripts/dkJWK4K2cqQ\raw_transcript.txt,data/transcripts/dkJWK4K2cqQ\summary.txt,87.4,0.3391283750534057,gemini,True,title,False,False
ysawQOKgTac,না ফেরার দেশে চলে গেলেন কিংবদন্তী জার্ড মুলার || [Gerd Muller],non_clickbait,না ফেরার দেশে চলে গেলেন কিংবদন্তী জার্ড মুলার || [Gerd Muller],data/transcripts/ysawQOKgTac\raw_transcript.txt,data/transcripts/ysawQOKgTac\summary.txt,86.41,0.4532896280288696,gemini,True,title,False,False
6BsVZFi3-fw,রাজধানীর বাইরে ১০ সিটি করপোরেনে শুরু হয়েছে মডার্নার গণটিকা কার্যক্রম|| Vaccinations,non_clickbait,রাজধানীর বাইরে ১০ সিটি করপোরেনে শুরু হয়েছে মডার্নার গণটিকা কার্যক্রম|| Vaccinations,data/transcripts/6BsVZFi3-fw\raw_transcript.txt,data/transcripts/6BsVZFi3-fw\summary.txt,91.31,0.3907653093338012,gemini,True,title,False,False
cvUeLKJRAUA,এই মাত্র পাওয়া! হেফাজতের সাথে মাঠে নেমে গেল আব্বাসী হুজুর।একজোট হয়ে পুরো দেশ অচলের হুম*কি দিল আলেমরা,clickbait,এই মাত্র পাওয়া! হেফাজতের সাথে মাঠে নেমে গেল আব্বাসী হুজুর।একজোট হয়ে পুরো দেশ অচলের হুম*কি দিল আলেমরা,data/transcripts/cvUeLKJRAUA\raw_transcript.txt,data/transcripts/cvUeLKJRAUA\summary.txt,94.86,0.3630054593086242,gemini,True,title,False,False
zg37uKrqItc,চীন থেকে দেড় কোটি ডোজ টিকা কেনার প্রস্তাব অনুমোদন || Vaccine,non_clickbait,চীন থেকে দেড় কোটি ডোজ টিকা কেনার প্রস্তাব অনুমোদন || Vaccine,data/transcripts/zg37uKrqItc\raw_transcript.txt,data/transcripts/zg37uKrqItc\summary.txt,76.62,0.3522081971168518,gemini,True,title,False,False
sEP1f75-acs,গাজীপুরে অর্ধশতাধিক বাস আটক করলো হাইওয়ে পুলিশ || #Gazipur News,non_clickbait,গাজীপুরে অর্ধশতাধিক বাস আটক করলো হাইওয়ে পুলিশ || #Gazipur News,data/transcripts/sEP1f75-acs\raw_transcript.txt,data/transcripts/sEP1f75-acs\summary.txt,89.94,0.3870320916175842,gemini,True,title,False,False
