video_id,title,label,from_spike
2KxqeMDZ_AM,এবার আপন ভাতিজার সাথে পালালো ২ সন্তানের মা। দেখুন মানুষ কতটা খারাপ হলে এমন কাজ করতে পারে,clickbait,True
ppnbT5J1MWc,খুশির খবর আগামীকালই খালেদা জিয়ার জামিন হবে। বললেন মওদুদ,clickbait,True
95vimI2OIUk,কে এই যুবক!!  অতিরিক্ত সুন্দর হওয়ার অপরাধে সৌদি আরব থেকে বের করে দিল যাকে ।। bangla exclusive info,clickbait,True
LwXoyvLbdMI,এই মাত্র পাওয়া খবর মালয়েশিয়া থেকে ফেরত আসতে হবে আড়াই লাখ অবৈধ বাংলাদেশিকে। Probashi News,clickbait,True
QMO1oIhFcQI,দেশের এক সময়ের সুপার স্টার নায়িকা এখন রাস্তার বই বিক্রেতা ।Superstar Heroine Now Street Seller,clickbait,True
32_i9BZlOcA,একি করছে সৌদি আরব? এবার মুসলমানদের শত্রু ইসরায়েল এর সাথে যোগ দেবে সৌদি ।।exclusive information,clickbait,True
tsbNQP6vwr4,প্রিয় এই ২ অভিনেতার মধ্যে কে সেরা ধনী।। সালমান নাকি শাহরুখ ?দেখুন (ভিডিও) ।। Forbes celeb rich list,clickbait,True
EwXx4FFKFzY,পৃথিবীর সেরা ১০ ধনী নারী ।। The 10 richest women in the world ।। Ruposhi Bangla Tv ।।,clickbait,True
4iVvmOxC-iw,শুটিং শেষে নায়ক নায়িকাদের পোশাকগুলো  কি হয় জানেন?? ।। Ruposhi Bangla Tv ।।,clickbait,True
NQSboSG85a0,সারাদেশে বৃহস্পতিবার থেকে লকডাউন || লকডাউনে যা যা খোলা থাকবে || আজকের লকডাউন খবর ২০২১|| Ajker khobor,clickbait,True
z2Ykeo5RCxI,ব্রেকিং ! পদত্যাগ করলেন ওবায়দুল কাদেরের ভাই আব্দুল কাদের মির্জা | কারন জানলে অবাক হবেন| Kader mirza,clickbait,True
LLN7I6nRPpg,ইতিহাসের সবচেয়ে দীর্ঘতম বন্যার কবলে পরতে যাচ্ছে বাংলাদেশ। ৮৮ বন্যার পর সবচেয়ে দীর্ঘস্থায়ী হবে এটি,clickbait,True
G32u58Vz_uM,শুরু হয়ে গেছে বিএনপি-ঐক্যফ্রন্টের পুনরায় নির্বাচনের বিশাল কর্মসূচি।লীগ সরকার গঠনের আগেই কঠোর আন্দোলন,clickbait,True
34K1OflTVrg,না ফেরার দেশে সবার প্রিয় তারকা চলে গেলেন ইরফান খান! We will miss you legend! Irrfan khan Star Golpo,non_clickbait,True
CAPNGvKji0A,বাংলাদেশের প্রধান গোয়েন্দা সংস্থা DGFI’র রোমাঞ্চকর ইতিহাস,non_clickbait,True
rjiH8Qx2mRk,"আল আকসা, মসজিদ আল আকসা, বায়তুল মুকাদ্দাস এবং ইসলামের প্রথম কিবলা । Eagle Eyes",non_clickbait,True
p5BwMlHIT6E,স্পেনে মুসলিম সাম্রাজ্য পতন | Islam in Spain and it's Importance | Eagle Eyes,non_clickbait,True
7p_OX_Dtmkw,"পায়খানার রাস্তায় ব্যথার ঘরোয়া সমাধান (গেজ বা এনাল ফিশার) - ডা. তাসনিম জারা (চিকিৎসক, ইংল্যান্ড)",non_clickbait,True
L7PkK6GqpXA,"(LIVE) দাঁড়িয়ে থাকা ট্রাকে বাসের ধাক্কায় নিহত ৫, আহত ১৩ জন ।। Mymensingh Inccident",non_clickbait,True
3b1xwe-ujZw,২১ বছর ধরে স্থগিত আব্দুর রব সেরনিয়াবাতসহ ৮ জনকে হত্যার মামলা || Abdur Rab Serniabat,non_clickbait,True
dxXhicKMUw0,অক্সফোর্ডের টিকা উদ্ভাবকেরসহ ৬ নারীর বার্বি পুতুল তৈরি ।। Barbie Doll,non_clickbait,True
EU7eDuoYFhs,"বুড়িগঙ্গায় দূষণ কমেছে, ফিরেছে পানির আদর্শ মান || #Buriganga River",non_clickbait,True
m1semWG1_Zo,"যুক্তরাজ্য, যুক্তরাষ্ট্রসহ ইউরোপ আমেরিকায় শুরু হয়েছে প্রসূতিদের টিকা || Corona  Vaccine",non_clickbait,True
stXBMYLqhWk,আনুষ্ঠানিকভাবে যাত্রা শুরু করলো নেক্সাস টেলিভিশন || [Nexus Television],non_clickbait,True
iZDRX_wbRuo,ছয় কারণে বাংলাদেশে আসছে  প্রচুর ক্রয়াদেশ || Huge Garments Order,non_clickbait,True
V0KYyTawSF4,উচ্চ আদালতে ঝুলছে অন্তত ১৩শ মামলা || Death referrence case,non_clickbait,True
17M9XIMGApE,চীন থেকে কেনা  সিনোফার্মের টিকা আসছে আজ রাতেই || #Sinopharm vaccine,non_clickbait,True
NMZSw7qrEWY,জুলাইতে সব মিলিয়ে এক কোটি ৯ লাখ ডোজ টিকা আসবে || Vaccine Coming,non_clickbait,True
M2M1HYN_jhA,"দু'টি বোমা নিষ্ক্রিয় করা হয়েছে, বাড়ি ঘিরে থমথমে অবস্থা || [Narayanganj Drive]",non_clickbait,True
yRXBjfR29hY,মঙ্গলবার থেকে পদ্মা-যমুনা অববাহিকার ১২ জেলায় বন্যার শঙ্কা || Flood,non_clickbait,True
LRPXOE9Uxp4,"(BREAKING) সোমবার থেকে সীমিত পরিসরে, বৃহস্পতিবার থেকে সর্বাত্মক লকডাউন ।। Lockdown Bangladesh",non_clickbait,True
bb54rd8dRmQ,টিকার টাকা ভারত ফেরত দেবে কি না  তা জানে স্বাস্থ্য মন্ত্রণালয়  || [Mustafa Kamal],non_clickbait,True
QZY04Aq9BcQ,সৌদি সাংবাদিক জামাল খাসোগির ৪ হত্যাকারী প্রশিক্ষণ নিয়েছে যুক্তরাষ্ট্রে ||  [Jamal Khashoggi ],non_clickbait,True
69FUjUnwIS0,বেসরকারিভাবে নির্বাচিত হয়েছেন আওয়ামী লীগের প্রার্থী নুর উদ্দিন চৌধুরী নয়ন || Laxmipur || Election,non_clickbait,True
3c3kxCKqpB4,'সামাজিক সুরক্ষার বিভিন্ন ভাতা মূল্যস্ফীতির তুলনায় যথেষ্ট নয়' || CPD Webinar,non_clickbait,True
XvLBsw5pcts,মহামারিতে খাদ্যপণ্য কিনতে চাপে পড়ছেন দরিদ্র মানুষ || CAB,non_clickbait,True
MHoVp3V7txU,সীমান্তবর্তী জেলা চাঁপাইনবাবগঞ্জে শনাক্তের হার ৫০ শতাংশের বেশি || Chapainawabganj,non_clickbait,True
H7LYtGa2gJA,"ঈদ সামনে রেখে দাম বেড়েছে ভোজ্যতেল, চিনি, ডাল, মসলা আর মুরগির || Market Price",non_clickbait,True
dkJWK4K2cqQ,যত দ্রুত সম্ভব মেয়াদি আমানতের সুদহার বাড়াতে হবে  || Bangladesh Bank,non_clickbait,False
ysawQOKgTac,না ফেরার দেশে চলে গেলেন কিংবদন্তী জার্ড মুলার || [Gerd Muller],non_clickbait,False
6BsVZFi3-fw,রাজধানীর বাইরে ১০ সিটি করপোরেনে শুরু হয়েছে মডার্নার গণটিকা কার্যক্রম|| Vaccinations,non_clickbait,False
cvUeLKJRAUA,এই মাত্র পাওয়া! হেফাজতের সাথে মাঠে নেমে গেল আব্বাসী হুজুর।একজোট হয়ে পুরো দেশ অচলের হুম*কি দিল আলেমরা,clickbait,False
zg37uKrqItc,চীন থেকে দেড় কোটি ডোজ টিকা কেনার প্রস্তাব অনুমোদন || Vaccine,non_clickbait,False
sEP1f75-acs,গাজীপুরে অর্ধশতাধিক বাস আটক করলো হাইওয়ে পুলিশ || #Gazipur News,non_clickbait,False
slyknVe7t78,কঠোর লকডাউন ।। মাঠে তৎপর আইন-শৃংখলা বাহিনী ।। Gazipur Lockdown,non_clickbait,False
WsL9UjhDQ9c,বের হয়ে যা! তোর মতো নষ্টা নারীর আমার বাড়িতে কোনো জায়গা নেই! স্বামী পরনারীতে আসক্ত। পর্ব ০৩। অনুধাবন,clickbait,False
E0LTzjmcsbk,"বাসর ও বিয়ে নিয়ে লাইভে এসে যা বললেন বুড়ো সামসুল। দুই স্ত্রীর নামই মরিয়ম, আরো তিনটা বিয়ে করবে",clickbait,False
bHjLYsDRXHs,"সাক্ষ্যগ্রহণ শেষ, যুক্তিতর্ক শুনানির অপেক্ষা ||  Julhas Tonoy Case",non_clickbait,False
DfUUJM6wUVk,সৌদির যুবরাজ একজন আমেরিকার দালাল । দেখুন যেভাবে পুরো সৌদি আরব কে উল্ট পাল্ট করে দিচ্ছে,clickbait,False
XyEXJInzXBQ,হাটহাজারীতে নাশকতায় ইন্ধন দেওয়ার অভিযোগে শাহজাহান চৌধুরী গ্রেপ্তার || #Chittagong News,non_clickbait,False
kNxP-g7Ck7w,তিন আসনে উপনির্বাচনে আ.লীগের মনোনয়ন পেলেন যাঁরা || Awami League,non_clickbait,False
8s2Sep6EsZo,দেখুন মালয়েশিয়াতে অবৈধ বাংলাদেশীদের যেভাবে ধরা হচ্ছে ।। বাংলাদেশীরা সাবধান রুম থেকে বের হবেন না,clickbait,False
X9CWzVQpwL4,বেশী লোভ করতে গিয়ে যে করুণ পরিণতি হল এই নারীর দেখুন একবার,clickbait,False
WGKdwDgB-pk,শ্রীলঙ্কার বিপক্ষে প্রথম ওয়ানডেতে একটায় মাঠে নামছে টাইগাররা || BL vs Sl 1st ODI,non_clickbait,False
Az8Ltnvgurk,"লকডাউনে শিল্প-কারখানা বন্ধ ,লোকসান বাড়বে বিপিডিবির ||  Lockdown Electricity",non_clickbait,False
YoyeUpi6tEg,আবারও নেপালের প্রধানমন্ত্রী হিসেবে শপথ নিলেন কে পি শর্মা ওলি || Nepal Politics,non_clickbait,False
zLUPiDe-BmM,হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ঢাকা | Hazrat Shahjalal International Airport | Eagle Eyes,non_clickbait,False
RkBBbZTPPUc,আফগানিস্তানে বন্ধ হয়ে গেছে উড়োজাহাজ চলাচল || #Afghanistan news,non_clickbait,False
8sDY63VEZ9I,১৯ বছর বয়সে বিয়ে করা ছেলেটি যেভাবে হলেন আজকের আসিফ আকবর। আসিফের জীবন কাহিনী। Asif Akbar Biography,clickbait,False
T93KN8qtuGA,মেয়েদের শরীরের যে অঙ্গটি পুরুষের কাছে লোভনীয় !! সেটিই মানুষের শরীরের সবচেয়ে নোংরা স্থান,clickbait,False
tQ3716bSFb4,পাউডার দুধ রি-প্যাকেজিং এর মানসম্মত সুরক্ষার  সনদ পেল আরলা ফুডস বাংলাদেশ || DANO || Arla || Foods,non_clickbait,False
orA6JwFNyZU,এবার খাবারের অভাবে কাঁদছে ডাক্তার ও নার্সরা! চারিদিকে খাবারের জন্য করুণ দশা। ত্রাণের জন্য চলছে নাটক,clickbait,False
viVk6JOb02s,প্রতারনায় মাফিয়াদের হার মানিয়েছে সেই দিপু!  ৮ বছরে ১০০ নারীর সঙ্গে শারীরিক সম্পর্ক করেছে নষ্ট বেলাল,clickbait,False
WagAS4WnSb0,বিদেশী সেনা প্রত্যাহারের ঘোষণার পর অনেকেই দেশে ফেরার আগ্রহ হারিয়েছে || [Afghan refugees],non_clickbait,False
wC9_C_LxXRM,পোশাক কারখানাগুলোর প্রায় ২২ শতাংশ এখনো পরিদর্শনের বাইরে ||  CPD on Industrial Safety,non_clickbait,False
3c44MotLOjY,বঙ্গবন্ধু শেখ মুজিবুর রহমানের সমাধিতে নবনিযুক্ত সেনাপ্রধানের শ্রদ্ধা  || SM Shafique Uddin Ahmed,non_clickbait,False
Wa4dT-Fd-kA,"আমি ওজন কমাতে কী খাবার খাচ্ছি? - ডা. তাসনিম জারা (চিকিৎসক, ইংল্যান্ড)",non_clickbait,False
cEi8rkVGZi8,এবারের নির্বাচনে একের পর এক চমক আসতেছে! দেখুন জনপ্রিয় কোন কোন তারকারা কোন দলের হয়ে নির্বাচনে করবে,clickbait,False
GOprIxLbaEM,দণ্ডিত হওয়ায় বিদেশে চিকিৎসা নিতে যেতে পারবেন না খালেদা || Khaleda Zia,non_clickbait,False
rQQi--wyNAU,"সামরিক বিমান বিধ্বস্ত হয়ে নিহত সংখ্যা ৪৫, আহত ৪৯ জন হাসপাতালে || [Philippine Troops Flight Crashes]",non_clickbait,False
ttpQdQGFUdQ,রহস্যময় ভাবে সমুদ্রে ডুবে যাওয়া ৫ টি জাহাজ। যে গুলোর রহস্য জানলে ভয় পাবেন। 5 Ship Drown in the Sea,clickbait,False
I0sPDTF69so,লায়লি -মজনুর প্রেমের শেষমেশ যা হয়েছিল! দেখুন এই অমর প্রেমের আসল ইতিহাস। Laila Majnu Real History,clickbait,False
cvw06J2-HJw,"দেখেনিন পৃথিবীর সেরা ৮ ধনী কারা, যাদের অর্ধেক পৃথিবী কেনার মত ক্ষমতা আছে ।Top 8 Richest people",clickbait,False
4mZtVbamb00,ভার্সিটির হিন্দু মেয়েকে এক মুসলিম রিকশাওয়ালার বিয়ে করার দুনিয়া কাঁপানো বাস্তব প্রেমের ঘটনা,clickbait,False
kCMbMS2LAwg,"বিএনপি সরকারের বিরুদ্ধে বিষোদগার করেছে, কাদের || Obaidul Quader",non_clickbait,False
8cdQqEzitdk,যে আফসোস নিয়ে সবাইকে কাঁদিয়ে চলে গেলেন সাদেক হোসেন খোকা। তার শেষ ইচ্ছা কি ছিল জানলে কেঁদে ফেলবেন,clickbait,False
DaaJiliLc94,দেখুন যে গ্রামে পানি বৃষ্টি না হয়ে মাছ বৃষ্টি হয় । মাছ বৃষ্টি কেন হয় জানলে অবাক হবেন । Fish Rain,clickbait,False
Qv_l5sOu-50,"শাওয়াল মাসের চাঁদ বাংলাদেশের আকাশে কোথাও দেখা যায়নি, শুক্রবার ঈদ || Eid Moon",non_clickbait,False
TcsJb2sfI5Q,"প্রজনন ক্ষমতা কমা, গর্ভপাতের ঝুঁকি- এরকম যত বাজে গুজব করোনার টিকা ঘিরে... || [Corona Vaccination]",non_clickbait,False
2gyr2c0Wgkg,ফেঁসে যাচ্ছে ১১ মন্ত্রী! র‌্যাবের কাছে ভয়ানক জবানবিন্দ দিল পাপিয়া। ও ওয়েস্টিন হোটেলের আকাম ফাঁস,clickbait,False
1W4RPXrzO38,৪৪টি হাই-ফ্লো ন্যাজাল ক্যানোলা মজুদ রয়েছে || Bogra Press Brief,non_clickbait,False
HPqsqyzGmt0,এসময় কারখানার ভেতরেই ছিলেন ৫ শ্রমিক || #Narayanganj News,non_clickbait,False
np7IgZNI2Nk,বাংলাদেশকে চরম অপমান করল ভারতীয়রা। যা দেখলে আপনার মাথা নষ্ট হয়ে যাবে,clickbait,False
C09Xw5ML8Tg,(LIVE) পদ্মা সেতুতে ফেরি ধাক্কার ঘটনায় ২জন বরখাস্ত।। Padda Bridge,non_clickbait,False
BcX69JwGrE0,চীনের উপহার ৫ লাখ করোনার টিকা দেশে পৌছেছে || [China vaccine],non_clickbait,False
GYdkmi8svIg,জন্মের পর থেকে কুকুরের দুধ খেয়ে বড় হয়েছে ছেলেটি! অবিশ্বাস্য হলে সত্যি। ও চোখে পানি চলে আসবে,clickbait,False
3QF3RQK-qXM,মেজর সিনহা হত্যার পলাতক আসামি কনস্টেবল সাগর দেবের আদালতে আত্মসমর্পণ ।। Mejor Sinha,non_clickbait,False
Zrmyga4SSAo,এইমাত্র পাওয়া! সর্বনাশ হেফাজতের ভয়াবহ দুর্নীতি ফাঁস! গ্রেফতার মামুনুল হক? ও ফেঁসে গেল বাবুনগরীরও,clickbait,False
psMfbWHoNxQ,নেই সামাজিক দূরত্ব; মুখে মাস্কও পরছেন না অনেকে || No Awareness,non_clickbait,False
MF7_Ing0kqI,বিশ্বব্যাপী ৩৫ লাখ কোটি ডলার ছাড়িয়েছে টেকসই বিনিয়োগ || Sustainable Investment,non_clickbait,False
PEzs3gi3xjk,"ব্রেকিংঃ সন্তানদের সামনে উলঙ্ করে বাবাকে, সেই হাসানকে ডিম তেরাপি দিচ্ছে।এমন যেন আর কেউ শাহস না পায়",clickbait,False
lTyiCJa7LoY,নির্ধারিত সময়ের ৪ থেকে ৫ ঘণ্টা পর ঢাকা ছাড়ছে বাস || #Leaving Dhaka,non_clickbait,False
NV-oW0wjZ48,ব্রেকিংঃ সৌদিতে ব্যাপক বর্ষণে বন্যা। সতর্কতা জারি। স্কুল-কলেজ বন্ধ ঘোষণা। Saudi flood 2019,clickbait,False
QOOGTn1cUZE,চীনে ৭ দশমিক ৩ মাত্রার ভূমিকম্প... || [China earth quake],non_clickbait,False
gNBqu4XYpzE,"(LIVE) মাদক ব্যবসায়ীর গাড়ির চাপায় এএসআই নিহত, গ্রেপ্তার ৩ ।। SI Salahuddin",non_clickbait,False
d7vPB4szBAQ,লকডাউনের ডিউটি ফেলে দিনদুপুরে পরকীয়ার সময় ধরা খেল পুলিশ! কঠিন গণধোলাই দিলো জনতা। Bangla News,clickbait,False
EIwNKv-QFh8,"মিয়ানমারের সেনাবাহিনী কতটা শক্তিশালী, জানলে মাথা ঘুরে যাবে । How strong is the army of Myanmar",clickbait,False
1SX2UxWWtmM,এই মাত্র পাওয়াঃ ICU তে ভীষণ মুমূর্ষু অবস্থায় এরশাদ।যে কোন সময়...,clickbait,False
Xii7pqVNgqg,মাইক্রোবাসের ধাক্কায় ট্রাফিক পুলিশ কনস্টেবলের মৃত্যু || [Constable Died],non_clickbait,False
V20nidoGcNQ,আপেলের গায়ে স্টিকার থাকে কেন?  সবাই সাবধান! জেনে নিন আসল রহস্য [ Why is the apple on the sticker?],clickbait,False
DBOgHhvEwss,পাপের শাস্তি শুরু! অন্য আসামীরা অনিককে পিটিয়ে হাড্ডি ভেঙ্গে দিয়েছে। জেলের ভিতরেও রক্ষা নেই অনিকের,clickbait,False
xZEbjXXLQss,২০২০ এ বলিউডের সেরা বাজে মুভির তালিকা! Star Golpo,non_clickbait,False
vaZhnYHUC0I,"মসজিদের ইমামকে জুতার মালা পড়ালো আওয়ামীলীগ নেতা, সোশাল মিডিয়ায় নিন্দার ঝড়। viral news",clickbait,False
uDu_OXzGLOA,বসবাসের জন্য বিশ্বের সেরা ৫ শহর  ।।Top 5 best cities in the world for living ।( 2017),clickbait,False
zBt9OLIJTWo,শিগগিরই করোনা টিকার যৌথ উৎপাদনের ঘোষণা আসছে...  || [Abdul Momen about vaccine],non_clickbait,False
khSWx1SFgus,চারদিকে সবুজের সমারোহ;  দূষণমুক্ত পরিবেশ || #Nature of Dhaka,non_clickbait,False
JIM88ijxNhQ,"ফাইজারের টিকা না পেয়ে বিক্ষোভ, দেয়া হবে মডার্নার টিকা || [Caos for vaccine]",non_clickbait,False
SySQQy7zqi8,অবশেষে বেড়িয়ে এল আসল রহশ্য এক সাথে দুই বান্ধবী যে কারনে...,clickbait,False
n5ouXtBuj58,আমেরিকার মাথা নষ্ট করা কিছু অজানা তথ্য। যেখানে বিয়ে ছাড়া সন্তান হয় বেশি। Unknown Fact About America,clickbait,False
1a1s-xCMHr0,গার্মেন্টস শিল্পকারখানা খোলার চুড়ান্ত তারিখ ঘোষণা || আজকের খবর বাংলাদশ ২৩ জুলাই ২০২১ | Lockdown news,clickbait,False
Svj0aOwJmWk,গাজী গ্রুপ ক্রিকেটার্স ও প্রাইম দোলেশ্বরের জয়  || DPL,non_clickbait,False
f56ikERuDAI,"আল্লাহ বাঁচাও! চোখের পলকে ভেঙ্গে পড়ল বিশাল বিল্ডিং, বড় বড় সব মসজিদ ও স্কুল। পথে বসেছে হাজারো মানুষ",clickbait,False
2kijJ0pB36Q,কেউ রক্ষা পাবেনা টুকরো টুকরো করে ফেলবো কাদের সিদ্দিকীর ভয়াবহ হুমকি। বিএনপিকে কঠিন ৫ শর্ত দিল ভারত,clickbait,False
5Oe1-ZOBYv4,হে আল্লাহ্‌ বাচাও! ২ দিনের মধ্যেই তলিয়ে যাবে ২২ জেলা। ভেসে যাবে হাজার হাজার বাড়িঘর।Flood News Update,clickbait,False
KtHLUYR7C2s,বাংলাদেশের সামরিক শক্তি সামর্থ | Military Power of Bangladesh | Eagle Eyes,non_clickbait,False
IB4zZB_ZPRI,অপু যখন হিন্দু থেকে মুসলমান হয়েছিল সে জন্য একজন খুব কেঁদেছিল ।।দেখুন তিনি কে ছিলেন।।Celebrity News,clickbait,False
rBhuUm8aOfY,করোনায় মৃতদের ৮০ শতাংশের দেহেই জটিল  রোগের উপস্থিতি || Increase Other Disease,non_clickbait,False
xS-2UXwNdUg,হে আল্লাহ এ কেমন বিচার? প্রতিষ্ঠিত সন্তানদের বয়স্ক শিক্ষক বাবা ৮ বছর ধরে স্কুলের বারান্দায় থাকে,clickbait,False
8ej28h8n1LI,গ্যাসবাহী লরির সঙ্গে ট্রেনের সংঘর্ষ || Rail Incident,non_clickbait,False
L3JG0bgFxHM,গত ২৭ দিনে রাজশাহী মেডিকেলে ২২৪ জনের মৃত্যু || [BD Covid Update],non_clickbait,False
0nVwTYM9Ecg,লন্ডনে একটি তাবলীগ জামাত একজন ডাক্তারকে দাওয়াত দিতে গেল। কিন্তু এরপর ডাক্তার যা করল তা ছিল ভয়াবহ,clickbait,False
zdq3nj38nJo,Huawei কে নিষিদ্ধ করলো গুগল। Huawei's use of Android restricted by Google | Star Golpo,non_clickbait,False
VxYXyZl9enY,দেশে ৩৫ শতাংশ মানুষ তামাক সেবন করেন। ||[DJFB webinar],non_clickbait,False
TPvKn6qfedQ,(LIVE) দেশে একদিনে রেকর্ড ২৬৪ জনের করোনায় প্রাণহানি || Bangladesh,non_clickbait,False
qAQPhEqxomU,মাঝারি মাত্রার ভূমিকম্পে দুলে উঠলো দেশ।। Earthquake Today,non_clickbait,False
wf7esTI4W_0,পৃথিবীর আর কোন ছাত্রের সাথে যেন এমন কাজ না হয়। এক এতিম ছেলেকে যা করল শিক্ষক দেখলে সিউর কাঁদবেন,clickbait,False
OdrbO5BH-hw,গরম খবর! পেয়াজের দাম না কমলে সরকারের পতন হবে কাদের সিদ্দিকীর হুশিয়ারী। আবরারকে মারার ভয়াবহ তথ্য ফাঁস,clickbait,False
w6MckFk-tW8,বুড়িগঙ্গা থেকে যশোর-৬ আসনে বিএনপির মনোনয়ন প্রত্যাশীর লাশ উদ্ধার। #PeacefulTV #Electoin2018,non_clickbait,False
VHJFBX_ViLY,দেখুন বিশ্বের কোন দেশের প্রধানমন্ত্রী কত টাকা বেতন পান। শেখ হাসিনার বেতন জানলে টাস্কি খেয়ে যাবেন,clickbait,False
MhPs0mSI814,ওড়না পড়া নিষিদ্ধ হওয়া সেই ফ্রান্সেই এখন হিজাব পড়া বাধ্যতামূলক! না পরলে জরিমানা। দেখুন কি করুন অবস্থা,clickbait,False
IDL2FbkBuY4,পৃথিবীর সবচেয়ে লম্বা ও সুন্দর ১০টি বিল্ডিং ।। Top 10 Tallest Building in the world 2017 ।।,clickbait,False
Msg4N_V_9ak,ভারতের কেরালারা ১৭টি মসজিদে আজান দেওয়া বন্ধ করে দিয়েছে ।কেন কঠিন এই নিয়ম করল দেখুন বিস্তারিত ভিডিতে,clickbait,False
rx-ZHZAiZMg,টেম্পু চালক থেকে যেভাবে আজকের শ্যামলী পরিবহনের মালিক। Shyamoli Paribahan Owner Story। শ্যামলী বাস,clickbait,False
uAdYFyaWz8I,৫০ হাজার টাকার ইনজেকশন ২ লাখে বিক্রি হচ্ছে || Actemra Syndicate,non_clickbait,False
gZ-uFkguclE,এই মাত্র পাওয়া! এক হয়েছে সব আলেম! মাদ্রাসায় আক্রমণের পাল্টা জবাব দিতে মাঠে নামছে সারাদেশের আলেমরা!,clickbait,False
ZDHSKUNhndY,কে এই প্রিয়া সাহা কাদের দালাল প্রিয়া? দেখুন এবার বেরিয়ে এলো সব তলের বিড়াল। Priya Shaha vs Trump,clickbait,False
QIFlbtnlWJ4,বাংলাদেশের সবচেয়ে ডেঞ্জেরাজ ১০টি জেলা! যেগুলর নাম শুনলে ভয়ে কাঁপে সবাই। Top10 Dangerous District BD,clickbait,False
td_OF5jHBT4,বেরিয়ে এলো সৌদির জমজমাট হজ্ব ব্যবসার ভয়াবহ গোপন তথ্য! দেখুন হাজিদের টাকা কিভাবে লুটে খাচ্ছে সৌদি,clickbait,False
mDSn1_f6gD4,সব সেবার মাশুল পুনর্নির্ধারণ করল কেন্দ্রীয় ব্যাংক || Bangladesh Bank,non_clickbait,False
ZeJ53V9PDqk,ভ'য়ংকর বন্যায় নিমিষেই তলিয়ে যাচ্ছে একের পর এক অংশ। ফুঁসে উঠছে সব নদ নদী। ডুবে যেতে পারে দেশের ৪০ ভাগ,clickbait,False
KZBWZ4V0sNY,অভিনেতা আব্দুল কাদেরের যে শেষ ইচ্ছা ছিল জানলে অবাক হবেন ! ইচ্ছা পূরণের আগেই পারি জমালেন ||,clickbait,False
aQOY_mQdLb0,পশ্চিমবঙ্গের নতুন মন্ত্রিসভার শপথ আজ || [West Bengal Ministers to Take Oath],non_clickbait,False
oa95S_bt8zE,আল্লাহ বাঁচাও সব শেষ! মামুনুল হক সহ হেফাজতের ৩৬জনের বিরুদ্ধে হত্যা মামলা ! শফী হুজুরকে মারার অভিযোগ,clickbait,False
4Mw1xZkRj7s,"পৃথিবীর বিপজ্জনক ১০ টি খেলা ,যেখানে নিশ্চিত মৃত্যু হতে পারে ! [Top10 dangerous  game]",clickbait,False
1Ewi4aggEEo,হায় আল্লাহ! কঠিন বিপদে হেফাজত | এবার স্বেচ্ছায় জেলে যেতে চাচ্ছেন আল্লামা জুনায়েদ বাবুনগরী |,clickbait,False
